crueltys_desserts_desc;You sense whether the individual before you has harmed an animal, spurring you on to greater feats of strength against them.;;;;;;;;;;;;;x
form_of_the_puissant_steed;Form of The Puissant Steed;;;;;;;;;;;;;x
form_of_the_puissant_steed_desc;You transform into a destrier.;;;;;;;;;;;;;x
form_of_the_raging_bear;Form of The Raging Bear;;;;;;;;;;;;;x
form_of_the_raging_bear_desc;You transform into a bear.;;;;;;;;;;;;;x
form_of_the_ravening_wolf;Form of The Ravening Wolf;;;;;;;;;;;;;x
form_of_the_ravening_wolf_desc;You transform into wolf.;;;;;;;;;;;;;x
form_of_the_soaring_raven;Form of The Soaring Raven;;;;;;;;;;;;;x
form_of_the_soaring_raven_desc;You transform into a raven.;;;;;;;;;;;;;x
leatherbane;Leatherbane;;;;;;;;;;;;;x
leatherbane_desc;Everything leather upon your foe dissolves before you.;;;;;;;;;;;;;x
masters_voice;Master's Voice;;;;;;;;;;;;;x
masters_voice_desc;Those around you appear more like subservient beasts and thus, are less capable of resisting your will.;;;;;;;;;;;;;x
the_ox_stands;The Ox Stands;;;;;;;;;;;;;x
the_ox_stands_desc;You boost your allies morale.;;;;;;;;;;;;;x
repugnant_transformation;Repugnant Transformation;;;;;;;;;;;;;x
repugnant_transformation_desc;Your magic transforms your target into its basest form, now acting alike a beast and cursing them with all the problems that may entail.;;;;;;;;;;;;;x
the_talking_beast;The Talking Beast;;;;;;;;;;;;;x
the_talking_beast_desc;If you cast this spell immediately before taking on animal form, you can speak while so transformed.;;;;;;;;;;;;;x
wings_of_the_falcon;Wings of The Falcon;;;;;;;;;;;;;x
wings_of_the_falcon_desc;You grow wings from your back, which are strong enough to bear you aloft.;;;;;;;;;;;;;x
the_winters_long_slumber;The Winters Long Slumber;;;;;;;;;;;;;x
the_winters_long_slumber_desc;You touch a willing character, creature, or animal, causing it to immediately fall into a deep sleep akin to a bear's hibernation. This state persists for many months.;;;;;;;;;;;;;x


acceptance_of_fate;Acceptance Of Fate;;;;;;;;;;;;;x
acceptance_of_fate_desc;This spell causes your allies to temporarily put aside their fear of death.;;;;;;;;;;;;;x
the_animus_imprisoned;The Animus Imprisoned;;;;;;;;;;;;;x
the_animus_imprisoned_desc;You imprison the soul of your victim, sealing it in a durable vessel of your choosing such as a bottle, vial, or pouch.;;;;;;;;;;;;;x
deaths_door;Death's Door;;;;;;;;;;;;;x
deaths_door_desc;Resist death temporarily.;;;;;;;;;;;;x
deaths_messenger;Death's Messenger;;;;;;;;;;;;;x
deaths_messenger_desc;You infuse yourself with Shyish, emanating an aura of menace.;;;;;;;;;;;;;x
deaths_release;Deaths Release;;;;;;;;;;;;;x
deaths_release_desc;Release a spirit from the mortal world to harry your foe.;;;;;;;;;;;;;x
deathsight;Deathsight;;;;;;;;;;;;;x
deathsight_desc;You can see spirits and souls that are normally invisible to the naked eye.;;;;;;;;;;;;;x
final_words;Final Words;;;;;;;;;;;;;x
final_words_desc;You can ask one question of the departing soul of a slain character.;;;;;;;;;;;;;x
griefs_end;Grief's End;;;;;;;;;;;;;x
griefs_end_desc;You speak comforting words to an individual bereaved by recent passing.;;;;;;;;;;;;;x
the_icy_grip_of_death;The Icy Grip of Death;;;;;;;;;;;;;x
the_icy_grip_of_death_desc;You use the icy tendrils of Shyish to bind enemies within a target area.;;;;;;;;;;;;;x
knocks_of_the_departed;Knocks of The Departed;;;;;;;;;;;;;x
knocks_of_the_departed_desc;You ask and can receive an answer to one question you ask of a specific deceased individual, as long as that question can be answered with a number of audible knocks other than zero.;;;;;;;;;;;;;x
lifes_end;Life's End;;;;;;;;;;;;;x
lifes_end_desc;You forcibly expel the soul from a target.;;;;;;;;;;;;;x
limbwither;Limbwither;;;;;;;;;;;;;x
limbwither_desc;You deaden one limb of a single target.;;;;;;;;;;;;;x
reaping_scythe;Reaping Scythe;;;;;;;;;;;;;x
reaping_scythe_desc;A scythe of Amethyst energy materializes in your grasp.;;;;;;;;;;;;;x
steal_life;Steal Life;;;;;;;;;;;;;x
steal_life_desc;You partly consume the life essence of a foe.;;;;;;;;;;;;;x
swift_passing;Swift Passing;;;;;;;;;;;;;x
swift_passing_desc;With a touch of your fingers, you can dispatch a critically wounded character.;;;;;;;;;;;;;x
tide_of_years;Tide of Years;;;;;;;;;;;;;x
tide_of_years_desc;You cause an iteam to crumble.;;;;;;;;;;;;;x
tomb_robbers_curse;Tomb Robbers Curse;;;;;;;;;;;;;x
tomb_robbers_curse_desc;Curse anyone who desecrates a tomb.;;;;;;;;;;;;;x
ward_against_abomination;Ward Against Abomination;;;;;;;;;;;;;x
ward_against_abomination_desc;Wards against undead.;;;;;;;;;;;;;x
wind_of_death;Wind of Death;;;;;;;;;;;;;x
wind_of_death_desc;You call down a lethal wind of Shyish.;;;;;;;;;;;;;x
youths_bane;Youth's Bane;;;;;;;;;;;;;x
youths_bane_desc;You cause target to age rapidly.;;;;;;;;;;;;;x


aqshy_aegis;Aqshy Aegis;;;;;;;;;;;;;x
aqshy_aegis_desc;You and any of your allies who hold your hands and any who hold their hands, and so on become immune to any damage whatsoever caused by fire.;;;;;;;;;;;;;x
boiling_blood;Boiling Blood;;;;;;;;;;;;;x
boiling_blood_desc;Causes enemies before you to feel their blood boil within their skin.;;;;;;;;;;;;;x
breathe_fire;Breathe Fire;;;;;;;;;;;;;x
breathe_fire_desc;You breathe out a rolling burst of flame, akin to that of the dragons of legend. ;;;;;;;;;;;;;x
burning_vengeance;Burning Vengeance;;;;;;;;;;;;;x
burning_vengeance_desc;You cause the target of this spell to have a burning desire for vengeance against you.;;;;;;;;;;;;;x
cauterize;Cauterize;;;;;;;;;;;;;x
cauterize_desc;You can lay your hands on an open wound and sear it shut.;;;;;;;;;;;;;x
choleric;Choleric;;;;;;;;;;;;;x
choleric_desc;Target becomes irate towards others around them.;;;;;;;;;;;;;x
conflagration_of_doom;Conflagration of Doom;;;;;;;;;;;;;x
conflagration_of_doom_desc;When you call down a conflagration of doom, a fiery inferno engulfs a target area.;;;;;;;;;;;;;x
consuming_wrath;Consuming Wrath;;;;;;;;;;;;;x
consuming_wrath_desc;You stoke a targets rage to increase their martial ability.;;;;;;;;;;;;;x
crown_of_fire;Crown of Fire;;;;;;;;;;;;;x
crown_of_fire_desc;This spell creates a majestic crown of shimmering flame above your head.;;;;;;;;;;;;;x
curtain_of_flame;Curtain of Flame;;;;;;;;;;;;;x
curtain_of_flame_desc;You create a curtain of flame.;;;;;;;;;;;;;x
fiery_blast;Fiery Blast;;;;;;;;;;;;;x
fiery_blast_desc;You send blasts of flaming death at one or more opponents.;;;;;;;;;;;;;x
fire_ball;Fireball;;;;;;;;;;;;;x
fire_ball_desc;You create a ball of fire to cast at your enemies.;;;;;;;;;;;;;x
fires_of_uzhul;Fires of Uzhul;;;;;;;;;;;;;x
fires_of_uzhul_desc;You can throw a bolt of fire at an opponent.;;;;;;;;;;;;;x
flaming_sword_of_rhuin;Flaming Sword of Rhuin;;;;;;;;;;;;;x
flaming_sword_of_rhuin_desc;A fiery sword materializes in your grasp.;;;;;;;;;;;;;x
flashcook;Flashcook;;;;;;;;;;;;;x
flashcook_desc;Cook food fast and well, reducing chances of illness.;;;;;;;;;;;;;x
hearts_of_fire;Hearts of Fire;;;;;;;;;;;;;x
hearts_of_fire_desc;You unlock the fires of courage in the hearts of your allies.;;;;;;;;;;;;;x
inextinguishable_flame;Inextinguishable Flame;;;;;;;;;;;;;x
inextinguishable_flame_desc;You render any single fire, up to the size of a campfire inextinguishable.;;;;;;;;;;;;;x
ruin_and_destruction;Ruin And Destruction;;;;;;;;;;;;;x
ruin_and_destruction_desc;Ruin an item with fire.;;;;;;;;;;;;;x
shield_of_aqshy;Shield of Aqshy;;;;;;;;;;;;;x
shield_of_aqshy_desc;You wrap yourself with currents of the Red Wind, which shields you against fire attacks.;;;;;;;;;;;;;x
taste_of_fire;Taste of Fire;;;;;;;;;;;;;x
taste_of_fire_desc;You impart one batch of food or drink with a fiery potency. This makes food spicy and imbues it with burning flavour and effect of alcoholic spirits to beverages of any kind.;;;;;;;;;;;;;x


birdspeak;Birdspeak;;;;;;;;;;;;;x
birdspeak_desc;You can speak and understand the language of birds.;;;;;;;;;;;;;x
clear_sky;Clear Sky;;;;;;;;;;;;;x
clear_sky_desc;Change the weather.;;;;;;;;;;;;;x
curse;Curse;;;;;;;;;;;;;x
curse_desc;Cursing an individual.;;;;;;;;;;;;;x
fate_of_doom;Fate of Doom;;;;;;;;;;;;;x
fate_of_doom_desc;You use the mightiest of magic to alter the course of fate itself. ;;;;;;;;;;;;;x
finding_divination;Finding Divination;;;;;;;;;;;;;x
finding_divination_desc;You follow signs in the sky in order to unravel intrigue and plots around you.;;;;;;;;;;;;;x
first_portent_of_amul;First Portent of Amul;;;;;;;;;;;;;x
first_portent_of_amul_desc;You can read the signs in the air and divine clues as to what the immediate future holds.;;;;;;;;;;;;;x
fortunes_renewal;Fortunes Renewal;;;;;;;;;;;;;x
fortunes_renewal_desc;You look to the aethyr to see your fortunes continue.;;;;;;;;;;;;;x
lens_on_the_sky;Lens On The Sky;;;;;;;;;;;;;x
lens_on_the_sky_desc;You create a disc that floats in the air before you and magnifies everything behind it that is far away.;;;;;;;;;;;;;x
lightning_bolt;Lighting Bolt;;;;;;;;;;;;;x
lightning_bolt_desc;You can throw a bolts of lightning at your opponents.;;;;;;;;;;;;;x
lightning_storm;Lightning Storm;;;;;;;;;;;;;x
lightning_storm_desc;You summon a storm of lightning.;;;;;;;;;;;;;x
omen;Omen;;;;;;;;;;;;;x
omen_desc;You can divine the future in a limited way by reading the stars.;;;;;;;;;;;;;x
polish_clean_and_gleam;Polish, Clean and Gleam;;;;;;;;;;;;;x
polish_clean_and_gleam_desc;Any piece of equipment related to perception are bound to shine and function more effectively for a short time.;;;;;;;;;;;;;x
premonition;Premonition;;;;;;;;;;;;;x
premonition_desc;Fortune smiles upon you.;;;;;;;;;;;;;x
project_spirit;Project Spirit;;;;;;;;;;;;;x
project_spirit_desc;You loosen your spirit so it slips free from your body. While in spirit form, you are invisible, but you can hear and see normally.;;;;;;;;;;;;;x
second_portent_of_amul;Second Portent Of Amul;;;;;;;;;;;;;x
second_portent_of_amul_desc;Luck is on your side.;;;;;;;;;;;;;x
signs_in_the_stars;Sign in The Stars;;;;;;;;;;;;;x
signs_in_the_stars_desc;You manipulate the Wind of Azyr to write a subtle message in the stars.;;;;;;;;;;;;;x
starshine;Starshine;;;;;;;;;;;;;x
starshine_desc;You call down the light of the stars.;;;;;;;;;;;;;x
third_portent_of_amul;Third Portent Of Amul;;;;;;;;;;;;;x
third_portent_of_amul_desc;You read signs and divine clues about what the future holds.;;;;;;;;;;;;;x
wind_blast;Wind Blast;;;;;;;;;;;;;x
wind_blast_desc;You call down raging winds from the sky.;;;;;;;;;;;;;x
wings_of_heaven;Wings of Heaven;;;;;;;;;;;;;x
wings_of_heaven_desc;You are borne aloft by winds under your command.;;;;;;;;;;;;;x


cure_blight;Cure Blight;;;;;;;;;;;;;x
cure_blight_desc;You can cleanse an area of blight.;;;;;;;;;;;;;x
curse_of_thorns;Curse of Thorns;;;;;;;;;;;;;x
curse_of_thorns_desc;You cause thorns to grow inside the body of one character.;;;;;;;;;;;;;x
earth_blood;Earth Blood;;;;;;;;;;;;;x
earth_blood_desc;You absorb energy from the earth beneath your feet to heal yourself.;;;;;;;;;;;;;x
earth_gate;Earth Gate;;;;;;;;;;;;;x
earth_gate_desc;You disappear into the earth and reappear.;;;;;;;;;;;;;x
father_of_thorns;Father of Thorns;;;;;;;;;;;;;x
father_of_thorns_desc;You cause thorns and briars to burst from naked earth.;;;;;;;;;;;;;x
fat_of_the_land;Fat of The Land;;;;;;;;;;;;;x
fat_of_the_land_desc;Just as animals fatten themselves up before winter, you cause the character you touch to feed on and store the energy of Ghyran.;;;;;;;;;;;;;x
ferment;Ferment;;;;;;;;;;;;;x
ferment_desc;You convert an amount of liquid (enough to sustain a dozen people for a day), no matter how foul or brackish, into a mildly fermented beverage of your choice.;;;;;;;;;;;;;x
flesh_of_clay;Flesh of Clay;;;;;;;;;;;;;x
flesh_of_clay_desc;Your skin hardens until it becomes dense like clay.;;;;;;;;;;;;;x
geyser;Geyser;;;;;;;;;;;;;x
geyser_desc;You cause a geyser of water to shoot up from an area of natural earth.;;;;;;;;;;;;;x
leaf_fall;Leaf Fall;;;;;;;;;;;;;x
leaf_fall_desc;You conjure a swirling vortex of leaves to spin about you;;;;;;;;;;;;;x
rivers_whisper;River's Whisper;;;;;;;;;;;;;x
rivers_whisper_desc;You commune with the spirit of a river.;;;;;;;;;;;;;x
spring_bloom;Spring Bloom;;;;;;;;;;;;;x
spring_bloom_desc;You concentrate the power of life magic in one area or being.;;;;;;;;;;;;;x
summer_heat;Summer Heat;;;;;;;;;;;;;x
summer_heat_desc;You cause a small area to burn with the heat of summer.;;;;;;;;;;;;;x
tracks_tale_told;Tracks Tale Told;;;;;;;;;;;;;x
tracks_tale_told_desc;You listen for subtle signs of earth and branch.;;;;;;;;;;;;;x
tree-dwellers_step;Tree Dwellers;;;;;;;;;;;;;x
tree-dwellers_step_desc;You imbue one character or creature with great ability to climb and traverse natural obstacles.;;;;;;;;;;;;;x
trees_rustle;Trees Rustle;;;;;;;;;;;;;x
trees_rustle_desc;While sitting in the boughs of a tree, you converse with it, gaining knowledge of what it has seen and heard.;;;;;;;;;;;;;x
vital_growth;Vital Growth;;;;;;;;;;;;;x
vital_growth_desc;You channel the power of Ghyran to give great vitality to plant growth.;;;;;;;;;;;;;x
the_wilds_undisturbed;The Wilds Undisturbed;;;;;;;;;;;;;x
the_wilds_undisturbed_desc;You move through wild lands as though traversing the most finely maintained roads in the Empire and leave no trace whatsoever of your passage.;;;;;;;;;;;;;x
winter_frost;Winter Frost;;;;;;;;;;;;;x
winter_frost_desc;You coat everything in a target area with frost.;;;;;;;;;;;;;x
wood_shape;Wood Shape;;;;;;;;;;;;;x
wood_shape_desc;You allow a willing creature to take the shape of a tree.;;;;;;;;;;;;;x


banish;Banish;;;;;;;;;;;;;x
banish_desc;You wrap a daemon in the tendrils of Hysh, using the pureness of light to banish it back to the Realm of Chaos.;;;;;;;;;;;;;x
blinding_light;Blinding Light;;;;;;;;;;;;;x
blinding_light_desc;You create an explosion of shimmering light.;;;;;;;;;;;;;x
boon_of_hysh;Boon Of Hysh;;;;;;;;;;;;;x
boon_of_hysh_desc;You wrap a single character in the healing power of Hysh and all damage and maladies affecting him are healed.;;;;;;;;;;;;;x
clarity;Clarity;;;;;;;;;;;;;x
clarity_desc;You touch a character and reduce one penalty he is suffering.;;;;;;;;;;;;;x
cleansing_glow;Cleansing Glow;;;;;;;;;;;;;x
cleansing_glow_desc;A dim glow passes over the surface of any item or character, and it is cleaned to spotlessness.;;;;;;;;;;;;;x
daemonbane;Deamonbane;;;;;;;;;;;;;x
daemonbane_desc;You rend the very Aethyr and cast a group of daemonsback to whence they came.;;;;;;;;;;;;;x
dazzling_brightness;Dazzling Brightness;;;;;;;;;;;;;x
dazzling_brightness_desc;You create a burst of light.;;;;;;;;;;;;;x
eyes_of_truth;Eyes of Truth;;;;;;;;;;;;;x
eyes_of_truth_desc;Your eyes shine with the light of truth.;;;;;;;;;;;;;x
healing_of_hysh;Healing of Hysh;;;;;;;;;;;;;x
healing_of_hysh_desc;Your touch heals an injured character.;;;;;;;;;;;;;x
ill-bane;Ill-Bane;;;;;;;;;;;;;x
ill-bane_desc;You use the power of Hysh to aid one character suffering from disease or poison.;;;;;;;;;;;;;x
illuminate_the_edifice;Illuminate The Edifice;;;;;;;;;;;;;x
illuminate_the_edifice_desc;You cause the interior spaces of any single building to shine with daylight.;;;;;;;;;;;;;x
inspiration;Inspiration;;;;;;;;;;;;;x
inspiration_desc;You open your mind to Hysh and let the light of wisdom illuminate a vexing intellectual problem.;;;;;;;;;;;;;x
light_of_purity;Light of Purity;;;;;;;;;;;;;x
light_of_purity_desc;You bless a source of flame to burn away corruption and disease.;;;;;;;;;;;;;x
lights_demand;Light's Demand;;;;;;;;;;;;;x
lights_demand_desc;You cause a brilliant shaft of light to explode forth from your hand.;;;;;;;;;;;;;x
pillar_of_radiance;Pillar Of Radiance;;;;;;;;;;;;;x
pillar_of_radiance_desc;You focus and concentrate the energy of Hysh into a deadly column of burning light;;;;;;;;;;;;;x
the_power_of_truth;The Power of Truth;;;;;;;;;;;;;x
the_power_of_truth_desc;A character you touch becomes more convincing to others but only if he speaks honestly.;;;;;;;;;;;;;x
radiant_sentinel;Radiant Sentinel;;;;;;;;;;;;;x
radiant_sentinel_desc;You create a ball of glowing light the size of a Human head that floats around your body, moving slowly or quickly as the situation demands.;;;;;;;;;;;;;x
radiant_gaze;Radiant Gaze;;;;;;;;;;;;;x
radiant_gaze_desc;Your gaze focuses radiant power on one target.;;;;;;;;;;;;;x
radiant_weapon;Radiant Weapon;;;;;;;;;;;;;x
radiant_weapon_desc;You temporarily enchant a melee weapon you touch with the radiant power of Hysh.;;;;;;;;;;;;;x
shimmering_cloak;Shimmering Cloak;;;;;;;;;;;;;x
shimmering_cloak_desc;You surround yourself with a field of light that protects you from ranged attacks.;;;;;;;;;;;;;x


armour_of_lead;Armour of Lead;;;;;;;;;;;;;x
armour_of_lead_desc;You cause the armour of a group of enemies to have the weight of lead.;;;;;;;;;;;;;x
breach_the_unknown;Breach The Unknown;;;;;;;;;;;;;x
breach_the_unknown_desc;This spell allows you to unlock all secrets of the object, augmenting your own knowledge with the history of those whom have owned it.;;;;;;;;;;;;;x
curse_of_rust;Curse of Rust;;;;;;;;;;;;;x
curse_of_rust_desc;You rust and corrode one metal object.;;;;;;;;;;;;;x
enchant_item;Enchant Item;;;;;;;;;;;;;x
enchant_item_desc;You can temporarily enchant an item.;;;;;;;;;;;;;x
fault_of_form;Fault of Form;;;;;;;;;;;;;x
fault_of_form_desc;You subtly alter the composition and characteristics of any single weapon.;;;;;;;;;;;;;x
fools_gold;Fool's Gold;;;;;;;;;;;;;x
fools_gold_desc;You temporarily transmute an object into pure gold, providing you with immediate wealth but fermenting distruct of you.;;;;;;;;;;;;;x
guard_of_steel;Guard of Steel;;;;;;;;;;;;;x
guard_of_steel_desc;You summon shimmering orbs of steel that rotate around your body and protect you from incoming attacks.;;;;;;;;;;;;;x
inscription;Inscription;;;;;;;;;;;;;x
inscription_desc;By passing your hand over any metallic surface, you cause an inscription to appear indelibly on the object.;;;;;;;;;;;;;x
law_of_age;Law of Age;;;;;;;;;;;;;x
law_of_age_desc;You cause a solid, inanimate object to become brittle, making it shatter easily.;;;;;;;;;;;;;x
law_of_form;Law of Form;;;;;;;;;;;;;x
law_of_form_desc;You transmute a solid, inanimate object, making it harden like steel.;;;;;;;;;;;;;x
law_of_gold;Law of Gold;;;;;;;;;;;;;x
law_of_gold_desc;You enshroud a magic item.;;;;;;;;;;;;;x
law_of_logic;Law of Logic;;;;;;;;;;;;;x
law_of_logic_desc;You use the magic of logic to aid you.;;;;;;;;;;;;;x
rigidity_of_body_and_mind;Rigidity of Body and Mind;;;;;;;;;;;;;x
rigidity_of_body_and_mind_desc;Your body and mind become as tough and stalwart as metal.;;;;;;;;;;;;;x
secret_rune;Secret Rune;;;;;;;;;;;;;x
secret_rune_desc;This spell can be cast in two ways: to record a secret message or to view a secret message so recorded.;;;;;;;;;;;;;x
silver_arrows_of_arha;Silver Arrows of Arha;;;;;;;;;;;;;x
silver_arrows_of_arha_desc;You create a number of magical silver arrows.;;;;;;;;;;;;;x
stoke_the_forge;Stoke The Forge;;;;;;;;;;;;;x
stoke_the_forge_desc;You cause the forges of your province to produce items of greater complexity and quality.;;;;;;;;;;;;;x
tale_of_metal;Tale of Metal;;;;;;;;;;;;;x
tale_of_metal_desc;You touch a metal object and look into its past, seeing the circumstances of its forging and creation as if you were there.;;;;;;;;;;;;;x
transformation_of_metal;Transformation Of Metal;;;;;;;;;;;;;x
transformation_of_metal_desc;You can transform one metal object into a different one. This does not change the type of metal, only its shape.;;;;;;;;;;;;;x
transmutation_of_the_unstable_mind;Transmutation of The Unstable Mind;;;;;;;;;;;;;x
transmutation_of_the_unstable_mind_desc;You seek to transmute a sick mind into a healthy one, which is quite a dangerous task.;;;;;;;;;;;;;x
trial_and_error;Trial and Error;;;;;;;;;;;;;x
trial_and_error_desc;You use magic to guide the efforts of an ally.;;;;;;;;;;;;;x


bewilder;Bewilder;;;;;;;;;;;;;x
bewilder_desc;You can cast this spell on any one character or creature, confusing it.;;;;;;;;;;;;;x
burning_shadows;Burning Shadows;;;;;;;;;;;;;x
burning_shadows_desc;You cause the shadows around you to burn like acid.;;;;;;;;;;;;;x
cloak_activity;Cloak Activity;;;;;;;;;;;;;x
cloak_activity_desc;This spell allows you to perform any act while appearing to do something completely different.;;;;;;;;;;;;;x
doppelganger;Doppelganger;;;;;;;;;;;;;x
doppelganger_desc;You can take on the appearance (including clothing, armour, and so on) of any other living, humanoid creature under ten feet in height (Human, Elf, etc.).;;;;;;;;;;;;;x
dread_aspect;Dread Aspect;;;;;;;;;;;;;x
dread_aspect_desc;You make yourself look like a nightmare creature of purest dread.;;;;;;;;;;;;;x
eye_of_the_beholder;Eye of The Beholder;;;;;;;;;;;;;x
eye_of_the_beholder_desc;You make any moderately sized item appear to be either worthless or valuable, whichever you choose.;;;;;;;;;;;;;x
illusion;Illusion;;;;;;;;;;;;;x
illusion_desc;You create an illusion anywhere.;;;;;;;;;;;;;x
mindhole;Mindhole;;;;;;;;;;;;;x
mindhole_desc;You cause one character to wholly forget you exist.;;;;;;;;;;;;;x
mockery_of_death;Mockery of Death;;;;;;;;;;;;;x
mockery_of_death_desc;You cause someone to appear and behave as if dead to all sight and inspection.;;;;;;;;;;;;;x
mutable_visage_targetted;Mutable Visage;;;;;;;;;;;;;x
mutable_visage_targetted_desc;You make your target subtly more or less attractive, but in a way that has a noticeable effect on the way people regard him in social situations.;;;;;;;;;;;;;x
pall_of_darkness;Pall Of Darkness;;;;;;;;;;;;;x
pall_of_darkness_desc;You create a swirling area of impenetrable darkness.;;;;;;;;;;;;;x
shadowcloak;Shadowcloak;;;;;;;;;;;;;x
shadowcloak_desc;You wrap yourself in shadow, so you are difficult to detect.;;;;;;;;;;;;;x
shadow_knives;Shadow Knives;;;;;;;;;;;;;x
shadow_knives_desc;You conjure up a number of shadow knives.;;;;;;;;;;;;;x
shadow_of_death;Shadow of Death;;;;;;;;;;;;;x
shadow_of_death_desc;You use the power of illusion to make yourself look fearsome and deadly.;;;;;;;;;;;;;x
shadowsteed;Shadowsteed;;;;;;;;;;;;;x
shadowsteed_desc;You call forth a dark and shadowy horse.;;;;;;;;;;;;;x
shroud_of_invisibility;Shroud of Invisbility;;;;;;;;;;;;;x
shroud_of_invisibility_desc;You shroud yourself with magic and disappear from sight.;;;;;;;;;;;;;x
substance_of_shadow;Substance of Shadow;;;;;;;;;;;;;x
substance_of_shadow_desc;The subject of substance of shadow becomes invisible and silent.;;;;;;;;;;;;;x
take_no_heed;Take no Heed;;;;;;;;;;;;;x
take_no_heed_desc;You become very easy to ignore. Although people can see you perfectly fine, they tend not to notice you, and donâ€™t recall anything about you after youâ€™ve gone.;;;;;;;;;;;;;x
throttling;Throttling;;;;;;;;;;;;;x
throttling_desc;You send ropes of inky darkness to throttle any one target.;;;;;;;;;;;;;x
universal_confusion;Universal Confusion;;;;;;;;;;;;;x
universal_confusion_desc;This is a more potent version of bewilder, drawing on the superior control of the grey wind.;;;;;;;;;;;;;x

###EVENTS###
EVTDESC_magic_2;You feel the Aqshy Winds spreading through you, you're now able to use the Lore of Fire and you'll need to choose a sub-school to master.;;;;;;;;;;;;;x
EVTOPTA_magic_2;Elemental Fire;;;;;;;;;;;;;x
EVTOPTB_magic_2;Mystical Fire;;;;;;;;;;;;;x
EVTOPTC_magic_2;Cardinal Fire;;;;;;;;;;;;;x
EVTDESC_magic_3;You feel the Ghur Winds spreading through you, you're now able to use the Lore of Beasts and you'll need to choose a sub-school to master.;;;;;;;;;;;;;x
EVTOPTA_magic_3;Elemental Beasts;;;;;;;;;;;;;x
EVTOPTB_magic_3;Mystical Beasts;;;;;;;;;;;;;x
EVTOPTC_magic_3;Cardinal Beasts;;;;;;;;;;;;;x
EVTDESC_magic_4;You feel the Chamon Winds spreading through you, you're now able to use the Lore of Metal and you'll need to choose a sub-school to master.;;;;;;;;;;;;;x
EVTOPTA_magic_4;Elemental Metal;;;;;;;;;;;;;x
EVTOPTB_magic_4;Mystical Metal;;;;;;;;;;;;;x
EVTOPTC_magic_4;Cardinal Metal;;;;;;;;;;;;;x
EVTDESC_magic_5;You feel the Hysh Winds spreading through you, you're now able to use the Lore of Light and you'll need to choose a sub-school to master.;;;;;;;;;;;;;x
EVTOPTA_magic_5;Elemental Light;;;;;;;;;;;;;x
EVTOPTB_magic_5;Mystical Light;;;;;;;;;;;;;x
EVTOPTC_magic_5;Cardinal Light;;;;;;;;;;;;;x
