b_aspelt;Aspelt;;;;;;;;;;;;x
b_aspenhau_siedlung;Aspenhau Siedlung;;;;;;;;;;;;x
b_asperen;Asperen;;;;;;;;;;;;x
b_auendorf;Auendorf;;;;;;;;;;;;x
b_auernheim;Auernheim;;;;;;;;;;;;x
b_aufen;Aufen;;;;;;;;;;;;x
b_aufsess;Aufsess;;;;;;;;;;;;x
b_aulfingen;Aulfingen;;;;;;;;;;;;x
b_aurumdale;Aurumdale;;;;;;;;;;;;x
b_autenhausen;Autenhausen;;;;;;;;;;;;x
b_bad_bertrich;Bad Bertrich;;;;;;;;;;;;x
b_bad_doberan;Bad Doberan;;;;;;;;;;;;x
b_bad_durkheim;Bad Durkheim;;;;;;;;;;;;x
b_bad_durrenberg;Bad Durrenberg;;;;;;;;;;;;x
b_bad_griesbach;Bad Griesbach;;;;;;;;;;;;x
b_bad_imnau;Bad Imnau;;;;;;;;;;;;x
b_bad_kreuznach;Bad Kreuznach;;;;;;;;;;;;x
b_bad_munstereifel;Bad Munstereifel;;;;;;;;;;;;x
b_bad_neuenahr;Bad Neuenahr;;;;;;;;;;;;x
b_bad_niedernau;Bad Niedernau;;;;;;;;;;;;x
b_bad_oldesloe;Bad Oldesloe;;;;;;;;;;;;x
b_bad_schwartau;Bad Schwartau;;;;;;;;;;;;x
b_bad_segeberg;Bad Segeberg;;;;;;;;;;;;x
b_bad_sulze;Bad Sulze;;;;;;;;;;;;x
b_badenheim;Badenheim;;;;;;;;;;;;x
b_baerl;Baerl;;;;;;;;;;;;x
b_baiereck;Baiereck;;;;;;;;;;;;x
b_balduinstein;Balduinstein;;;;;;;;;;;;x
b_ballendorf;Ballendorf;;;;;;;;;;;;x
b_ballstadt;Ballstadt;;;;;;;;;;;;x
b_balmahuizen;Balmahuizen;;;;;;;;;;;;x
b_balve;Balve;;;;;;;;;;;;x
b_balzhausen;Balzhausen;;;;;;;;;;;;x
b_bambergen;Bambergen;;;;;;;;;;;;x
b_bankewitz;Bankewitz;;;;;;;;;;;;x
b_barbing;Barbing;;;;;;;;;;;;x
b_barenbach;Barenbach;;;;;;;;;;;;x
b_bargteheide;Bargteheide;;;;;;;;;;;;x
b_bayrischzell;Bayrischzell;;;;;;;;;;;;x
b_beberstedt;Beberstedt;;;;;;;;;;;;x
b_bechhofen;Bechhofen;;;;;;;;;;;;x
b_bedaf;Bedaf;;;;;;;;;;;;x
b_bedburg;Bedburg;;;;;;;;;;;;x
b_bedesheim;Bedesheim;;;;;;;;;;;;x
b_bedheim;Bedheim;;;;;;;;;;;;x
b_behrungen;Behrungen;;;;;;;;;;;;x
b_beilen2;Beilen;;;;;;;;;;;;x
b_beiningen;Beiningen;;;;;;;;;;;;x
b_beksta;Beksta;;;;;;;;;;;;x
b_bellamont;Bellamont;;;;;;;;;;;;x
b_bendeleben;Bendeleben;;;;;;;;;;;;x
b_bendern;Bendern;;;;;;;;;;;;x
b_bendorf2;Bendorf;;;;;;;;;;;;x
b_berching;Berching;;;;;;;;;;;;x
b_berdorf;Berdorf;;;;;;;;;;;;x
b_bergen_auf_rugen;Bergen auf rugen;;;;;;;;;;;;x
b_berka;Berka;;;;;;;;;;;;x
b_berlingerode;Berlingerode;;;;;;;;;;;;x
b_berlstedt;Berlstedt;;;;;;;;;;;;x
b_bermbach;Bermbach;;;;;;;;;;;;x
b_berndorf;Berndorf;;;;;;;;;;;;x
b_bernterode;Bernterode;;;;;;;;;;;;x
b_berolzheim;Berolzheim;;;;;;;;;;;;x
b_berrendorf;Berrendorf;;;;;;;;;;;;x
b_berschweiler;Berschweiler;;;;;;;;;;;;x
b_besslich;Besslich;;;;;;;;;;;;x
b_bettembourg;Bettembourg;;;;;;;;;;;;x
b_bettendorf;Bettendorf;;;;;;;;;;;;x
b_bettenhausen;Bettenhausen;;;;;;;;;;;;x
b_betzdorf;Betzdorf;;;;;;;;;;;;x
b_beuren;Beuren;;;;;;;;;;;;x
b_beyenburg;Beyenburg;;;;;;;;;;;;x
b_bibra;Bibra;;;;;;;;;;;;x
b_biburg;Biburg;;;;;;;;;;;;x
b_bickelsberg;Bickelsberg;;;;;;;;;;;;x
b_bielen;Bielen;;;;;;;;;;;;x
b_bienstadt;Bienstadt;;;;;;;;;;;;x
b_biersalhof;Biersalhof;;;;;;;;;;;;x
b_biersdorf;Biersdorf;;;;;;;;;;;;x
b_bieswang2;Bieswang;;;;;;;;;;;;x
b_billafingen;Billafingen;;;;;;;;;;;;x
b_bilzingsleben;Bilzingsleben;;;;;;;;;;;;x
b_binau_bahnhof;Binau Bahnhof;;;;;;;;;;;;x
b_binsfeld;Binsfeld;;;;;;;;;;;;x
b_bischenrech;Bischenrech;;;;;;;;;;;;x
b_bischofferode;Bischofferode;;;;;;;;;;;;x
b_bischoffingen;Bischoffingen;;;;;;;;;;;;x
b_bischofroda;Bischofroda;;;;;;;;;;;;x
b_bissingen;Bissingen;;;;;;;;;;;;x
b_bittelbronn;Bittelbronn;;;;;;;;;;;;x
b_bitterfeld;Bitterfeld;;;;;;;;;;;;x
b_bittstadt;Bittstadt;;;;;;;;;;;;x
b_bitzen;Bitzen;;;;;;;;;;;;x
b_bivels;Bivels;;;;;;;;;;;;x
b_biwisch;Biwisch;;;;;;;;;;;;x
b_blankenburg;Blankenburg;;;;;;;;;;;;x
b_blankenhagen;Blankenhagen;;;;;;;;;;;;x
b_blankenheim;Blankenheim;;;;;;;;;;;;x
b_blansingen;Blansingen;;;;;;;;;;;;x
b_blatzheim;Blatzheim;;;;;;;;;;;;x
b_blerik;Blerik;;;;;;;;;;;;x
b_bliesheim;Bliesheim;;;;;;;;;;;;x
b_blieskastel;Blieskastel;;;;;;;;;;;;x
b_bobengrun;Bobengrun;;;;;;;;;;;;x
b_bobenheim;Bobenheim;;;;;;;;;;;;x
b_bobrach;Bobrach;;;;;;;;;;;;x
b_bodelwitz;Bodelwitz;;;;;;;;;;;;x
b_boden;Boden;;;;;;;;;;;;x
b_bogo;Bogo;;;;;;;;;;;;x
b_bohl;Bohl;;;;;;;;;;;;x
b_bohlen;Bohlen;;;;;;;;;;;;x
b_boilstadt;Boilstadt;;;;;;;;;;;;x
b_boizenburg;Boizenburg;;;;;;;;;;;;x
b_bondheden;Bondheden;;;;;;;;;;;;x
b_bonnal;Bonnal;;;;;;;;;;;;x
b_bonnhof;Bonnhof;;;;;;;;;;;;x
b_bonstetten;Bonstetten;;;;;;;;;;;;x
b_boppard;Boppard;;;;;;;;;;;;x
b_borde;Borde;;;;;;;;;;;;x
b_borgholzhausen;Borgholzhausen;;;;;;;;;;;;x
b_born;Born;;;;;;;;;;;;x
b_borod;Borod;;;;;;;;;;;;x
b_borsch;Borsch;;;;;;;;;;;;x
b_borth;Borth;;;;;;;;;;;;x
b_boschoven;Boschoven;;;;;;;;;;;;x
b_boschweg;Boschweg;;;;;;;;;;;;x
b_bosenbach;Bosenbach;;;;;;;;;;;;x
b_bosingfeld;Bosingfeld;;;;;;;;;;;;x
b_bottigheim;Bottigheim;;;;;;;;;;;;x
b_bottingen;Bottingen;;;;;;;;;;;;x
b_boulaide;Boulaide;;;;;;;;;;;;x
b_boulderflower;Boulderflower;;;;;;;;;;;;x
b_bour;Bour;;;;;;;;;;;;x
b_bourscheid;Bourscheid;;;;;;;;;;;;x
b_boussert;Boussert;;;;;;;;;;;;x
b_boussert2;Boussert;;;;;;;;;;;;x
b_bovassen;Bovassen;;;;;;;;;;;;x
b_boxtal;Boxtal;;;;;;;;;;;;x
b_boxtel;Boxtel;;;;;;;;;;;;x
b_brahmenau;Brahmenau;;;;;;;;;;;;x
b_brambauer;Brambauer;;;;;;;;;;;;x
b_brattendorf;Brattendorf;;;;;;;;;;;;x
b_braunichswalde;Braunichswalde;;;;;;;;;;;;x
b_braunsbedra;Braunsbedra;;;;;;;;;;;;x
b_breest;Breest;;;;;;;;;;;;x
b_brehna;Brehna;;;;;;;;;;;;x
b_breitenbach;Breitenbach;;;;;;;;;;;;x
b_breitenholz;Breitenholz;;;;;;;;;;;;x
b_breitweiler;Breitweiler;;;;;;;;;;;;x
b_briel;Briel;;;;;;;;;;;;x
b_brigach;Brigach;;;;;;;;;;;;x
b_brightbrook;Brightbrook;;;;;;;;;;;;x
b_brightshade;Brightshade;;;;;;;;;;;;x
b_bronnen;Bronnen;;;;;;;;;;;;x
b_bruch;Bruch;;;;;;;;;;;;x
b_bruchweiler;Bruchweiler;;;;;;;;;;;;x
b_bruckberg;Bruckberg;;;;;;;;;;;;x
b_bruckthin;Bruckthin;;;;;;;;;;;;x
b_bruel2;Bruel;;;;;;;;;;;;x
b_bruheim;Bruheim;;;;;;;;;;;;x
b_brunfahre;Brunfahre;;;;;;;;;;;;x
b_brushhand;Brushhand;;;;;;;;;;;;x
b_bschorrwald;Bschorrwald;;;;;;;;;;;;x
b_bucha;Bucha;;;;;;;;;;;;x
b_buchleiten;Buchleiten;;;;;;;;;;;;x
b_buckow;Buckow;;;;;;;;;;;;x
b_buderich;Buderich;;;;;;;;;;;;x
b_budesheim;Budesheim;;;;;;;;;;;;x
b_bufleben;Bufleben;;;;;;;;;;;;x
b_buisdorf;Buisdorf;;;;;;;;;;;;x
b_burg_stargard;Burg Stargard;;;;;;;;;;;;x
b_burg;Burg;;;;;;;;;;;;x
b_burg2;Burg;;;;;;;;;;;;x
b_burgenhof;Burgenhof;;;;;;;;;;;;x
b_burgerveen;Burgenhof;;;;;;;;;;;;x
b_burgfelde;Burgenhof;;;;;;;;;;;;x
b_burgheim;Burgheim;;;;;;;;;;;;x
b_burgpreppach;Burgpreppach;;;;;;;;;;;;x
b_burgsinn;Burgsinn;;;;;;;;;;;;x
b_burgtonna;Burgtonna;;;;;;;;;;;;x
b_burkersdorf;Burkersdorf;;;;;;;;;;;;x
b_burmerange;Burmerange;;;;;;;;;;;;x
b_buschhoven;Buschhoven;;;;;;;;;;;;x
b_bussleben;Bussleben;;;;;;;;;;;;x
b_buttenhausen;Buttenhausen;;;;;;;;;;;;x
b_buttlar;Buttlar;;;;;;;;;;;;x
b_buttstedt;Buttstedt;;;;;;;;;;;;x
b_butzow;Butzow;;;;;;;;;;;;x
b_buxheim;Buxheim;;;;;;;;;;;;x
b_byice;Byice;;;;;;;;;;;;x
b_caaschwitz;Caaschwitz;;;;;;;;;;;;x
b_cartils;C;Cartils;;;;;;;;;;;;x
b_castell;Castell;;;;;;;;;;;;x
b_castle_drackenfels;Castle Drackenfels;;;;;;;;;;;;x
b_castle_lenkster;Castle Lenkster;;;;;;;;;;;;x
b_catterfeld;Catterfeld;;;;;;;;;;;;x
b_chammunster;Chammunster;;;;;;;;;;;;x
b_christes;Christes;;;;;;;;;;;;x
b_cindermane;Cindermane;;;;;;;;;;;;x
b_clarholz;Clarholz;;;;;;;;;;;;x
b_clemency;Clemency;;;;;;;;;;;;x
b_cloudbough;Cloudbough;;;;;;;;;;;;x
b_cloudgrove;Cloudgrove;;;;;;;;;;;;x
b_coastbeach;Coastbeach;;;;;;;;;;;;x
b_colbet;Colbet;;;;;;;;;;;;x
b_consthum;Consthum;;;;;;;;;;;;x
b_contern;Contern;;;;;;;;;;;;x
b_cosel;Cosel;;;;;;;;;;;;x
b_coswig2;Coswig;;;;;;;;;;;;x
b_crauthem;Crauthem;;;;;;;;;;;;x
b_crivitz;Crivitz;;;;;;;;;;;;x
b_cruchten;Cruchten;;;;;;;;;;;;x
b_cursdorf;Cursdorf;;;;;;;;;;;;x
b_dagsberg;Dagsberg;;;;;;;;;;;;x
b_dahl;Dahl;;;;;;;;;;;;x
b_dalheim;Dalheim;;;;;;;;;;;;x
b_dalheim2;Dalheim;;;;;;;;;;;;x
b_dargun2;Dargun;;;;;;;;;;;;x
b_dasing;Dasing;;;;;;;;;;;;x
b_dassow;Dassow;;;;;;;;;;;;x
b_dattenried;Dattenried;;;;;;;;;;;;x
b_daugendorf;Daugendorf;;;;;;;;;;;;x
b_dauvelshausen;Dauvelshausen;;;;;;;;;;;;x
b_dedgom;Dedgom;;;;;;;;;;;;x
b_deephollow;Deephollow;;;;;;;;;;;;x
b_deepstride;Deepstride;;;;;;;;;;;;x
b_deermeadow;Deermeadow;;;;;;;;;;;;x
b_deisendorf;Deisendorf;;;;;;;;;;;;x
b_denekamp;Denekamp;;;;;;;;;;;;x
b_denekamp2;Denekamp;;;;;;;;;;;;x
b_densborn;Densborn;;;;;;;;;;;;x
b_dettensee;Dettensee;;;;;;;;;;;;x
b_detzem;Detzem;;;;;;;;;;;;x
b_deuz;Deuz;;;;;;;;;;;;x
b_dickweiler;Dickweiler;;;;;;;;;;;;x
b_dierbach;Dierbach;;;;;;;;;;;;x
b_diespeck;Diespeck;;;;;;;;;;;;x
b_dietingen;Dietingen;;;;;;;;;;;;x
b_dietlas;Dietlas;;;;;;;;;;;;x
b_dietzhausen;Dietzhausen;;;;;;;;;;;;x
b_diez;Diez;;;;;;;;;;;;x
b_dijkerhoek;Dijkerhoek;;;;;;;;;;;;x
b_dillingen;Dillingen;;;;;;;;;;;;x
b_dillstadt;Dillstadt;;;;;;;;;;;;x
b_dingden;Dingden;;;;;;;;;;;;x
b_dippach;Dippach;;;;;;;;;;;;x
b_dollstadt;Dollstadt;;;;;;;;;;;;x
b_domitz;Domitz;;;;;;;;;;;;x
b_dommeldange;Dommeldange;;;;;;;;;;;;x
b_dommershausen;Dommershausen;;;;;;;;;;;;x
b_donndorf;Donndorf;;;;;;;;;;;;x
b_dorentrup;Dorentrup;;;;;;;;;;;;x
b_dorf;Dorf;;;;;;;;;;;;x
b_dorfbach;Dorfbach;;;;;;;;;;;;x
b_dorndiel;Dorndiel;;;;;;;;;;;;x
b_dorndorf;Dorndorf;;;;;;;;;;;;x
b_dornheim;Dornheim;;;;;;;;;;;;x
b_dorscheid;Dorscheid;;;;;;;;;;;;x
b_doveren;Doveren;;;;;;;;;;;;x
b_draaibrug;Draaibrug;;;;;;;;;;;;x
b_drackenburg;Drackenburg;;;;;;;;;;;;x
b_dreissigacker;Dreissigacker;;;;;;;;;;;;x
b_drieborg;Drieborg;;;;;;;;;;;;x
b_drimmelen;Drimmelen;;;;;;;;;;;;x
b_duchroth;Duchroth;;;;;;;;;;;;x
b_duchtlingen;Duchtlingen;;;;;;;;;;;;x
b_dunkelleben;Dunkelleben;;;;;;;;;;;;x
b_durnbach;Durnbach;;;;;;;;;;;;x
b_durrenbuchig;Durrenbuchig;;;;;;;;;;;;x
b_durrnhaar;Durrnhaar;;;;;;;;;;;;x
b_durrweiler;Durrweiler;;;;;;;;;;;;x
b_durscheid;Durscheid;;;;;;;;;;;;x
b_duvelycke;Duvelycke;;;;;;;;;;;;x
b_eastburn;Eastburn;;;;;;;;;;;;x
b_ebelsbach;Ebelsbach;;;;;;;;;;;;x
b_eberfing;Eberfing;;;;;;;;;;;;x
b_ebershardt;Ebershardt;;;;;;;;;;;;x
b_eberswalde;Eberswalde;;;;;;;;;;;;x
b_ebrach;Ebrach;;;;;;;;;;;;x
b_eckardtshausen;Eckardtshausen;;;;;;;;;;;;x
b_eckernforde;Eckernforde;;;;;;;;;;;;x
b_eckersmuhlen;Eckersmuhlen;;;;;;;;;;;;x
b_ecklingerode;Ecklingerode;;;;;;;;;;;;x
b_eckolstadt;Eckolstadt;;;;;;;;;;;;x
b_eckstedt;Eckstedt;;;;;;;;;;;;x
b_edelbach;Edelbach;;;;;;;;;;;;x
b_edenstetten;Edenstetten;;;;;;;;;;;;x
b_edshultshall;Edshultshall;;;;;;;;;;;;x
b_effelder;Effelder;;;;;;;;;;;;x
b_eggenrot;Eggenrot;;;;;;;;;;;;x
b_eggersdorf;Eggersdorf;;;;;;;;;;;;x
b_eglingen;Eglingen;;;;;;;;;;;;x
b_eglofs;Eglofs;;;;;;;;;;;;x
b_ehrenhain;Ehrenhain;;;;;;;;;;;;x
b_ehrenschwinden;Ehrenschwinden;;;;;;;;;;;;x
b_ehrstadt;Ehrstadt;;;;;;;;;;;;x
b_ehst;Ehst;;;;;;;;;;;;x
b_eidnes;Eidnes;;;;;;;;;;;;x
b_eimsheim;Eimsheim;;;;;;;;;;;;x
b_eisbergen;Eisbergen;;;;;;;;;;;;x
b_eischen;Eischen;;;;;;;;;;;;x
b_eischleben;Eischleben;;;;;;;;;;;;x
b_eisenborn;Eisenborn;;;;;;;;;;;;x
b_eisenhuttenstadt;Eisenhüttenstadt;;;;;;;;;;;;x
b_eisleben;Eisleben;;;;;;;;;;;;x
b_eldagsen2;Eldagsen;;;;;;;;;;;;x
b_elgersburg;Elgersburg;;;;;;;;;;;;x
b_ellange;Ellange;;;;;;;;;;;;x
b_ellbach;Ellbach;;;;;;;;;;;;x
b_ellwangen2;Ellwangen;;;;;;;;;;;;x
b_elmshorn2;Elmshorn;;;;;;;;;;;;x
b_elsendorf;Elsendorf;;;;;;;;;;;;x
b_elxleben;Elxleben;;;;;;;;;;;;x
b_emleben;Emleben;;;;;;;;;;;;x
b_empfertshausen;Empfertshausen;;;;;;;;;;;;x
b_engelmannsreuth;Engelmannsreuth;;;;;;;;;;;;x
b_engelskirchen;Engelskirchen;;;;;;;;;;;;x
b_engelswies;Engelswies;;;;;;;;;;;;x
b_engertsham;Engertsham;;;;;;;;;;;;x
b_enniger;Enniger;;;;;;;;;;;;x
b_enscherange;Enscherange;;;;;;;;;;;;x
b_ensdorf;Ensdorf;;;;;;;;;;;;x
b_entringen;Entringen;;;;;;;;;;;;x
b_epfach;Epfach;;;;;;;;;;;;x
b_eppenich;Eppenich;;;;;;;;;;;;x
b_erbi;Erbi;;;;;;;;;;;;x
b_erdorf;Erdorf;;;;;;;;;;;;x
b_erdweg;Erdweg;;;;;;;;;;;;x
b_eresing;Eresing;;;;;;;;;;;;x
b_erharting;Erharting;;;;;;;;;;;;x
b_erimere;Erimere;;;;;;;;;;;;x
b_erkersreuth;Erkersreuth;;;;;;;;;;;;x
b_erlach;Erlach;;;;;;;;;;;;x
b_erlau;Erlau;;;;;;;;;;;;x
b_erndtebruck;Erndtebruck;;;;;;;;;;;;x
b_ernst;Ernst;;;;;;;;;;;;x
b_ernstroda;Ernstroda;;;;;;;;;;;;x
b_ernstthal;Ernstthal;;;;;;;;;;;;x
b_ernzen;Ernzen;;;;;;;;;;;;x
b_esch;Esch;;;;;;;;;;;;x
b_eschau;Eschau;;;;;;;;;;;;x
b_eschenbergen;Eschenbergen;;;;;;;;;;;;x
b_eschette;Eschette;;;;;;;;;;;;x
b_eslarn;Eslarn;;;;;;;;;;;;x
b_esperstedt;Esperstedt;;;;;;;;;;;;x
b_essel;Essel;;;;;;;;;;;;x
b_essing2;Essing;;;;;;;;;;;;x
b_essleben;Essleben;;;;;;;;;;;;x
b_ethdale;Ethdale;;;;;;;;;;;;x
b_ettenheimweiler;Ettenheimweiler;;;;;;;;;;;;x
b_ettersburg;Ettersburg;;;;;;;;;;;;x
b_etterwinden;Etterwinden;;;;;;;;;;;;x
b_ettishofen;Ettishofen;;;;;;;;;;;;x
b_ettlenschiess;Ettlenschiess;;;;;;;;;;;;x
b_euerdorf;Euerdorf;;;;;;;;;;;;x
b_eulendorf;Eulendorf;;;;;;;;;;;;x
b_eulenhammer;Eulenhammer;;;;;;;;;;;;x
b_eurasburg;Eurasburg;;;;;;;;;;;;x
b_eutendorf;Eutendorf;;;;;;;;;;;;x
b_eutin;Eutin;;;;;;;;;;;;x
b_falkendorf;Falkendorf;;;;;;;;;;;;x
b_falkensee;Falkensee;;;;;;;;;;;;x
b_fallash;Fallash;;;;;;;;;;;;x
b_falmarksheden;Falmarksheden;;;;;;;;;;;;x
b_fastcobble;Fastcobble;;;;;;;;;;;;x
b_faulungen;Faulungen;;;;;;;;;;;;x
b_fehrenbach;Fehrenbach;;;;;;;;;;;;x
b_felchta;Felchta;;;;;;;;;;;;x
b_feldberg;Feldberg;;;;;;;;;;;x
b_ferna;Ferna;;;;;;;;;;;;x
b_feuerhof;Feuerhof;;;;;;;;;;;;x
b_feusdorf;Feusdorf;;;;;;;;;;;;x
b_fichetal;Fichetal;;;;;;;;;;;;x
b_fielbach;Fielbach;;;;;;;;;;;x
b_finsterwalde;Finsterwalde;;;;;;;;;;;;x
b_finsterwalde2;Finsterwalde;;;;;;;;;;;;x
b_fischbach;Fischbach;;;;;;;;;;;;x
b_fischbachau;Fischbachau;;;;;;;;;;;x
b_flachslanden;Flachslanden;;;;;;;;;;;;x
b_flamersheim;Flamersheim;;;;;;;;;;;;x
b_flattom;Flattom;;;;;;;;;;;;x
b_flaxweiler;Flaxweiler;;;;;;;;;;;;x
b_flensburg2;Flensburg;;;;;;;;;;;;x
b_flieren;Flieren;;;;;;;;;;;;x
b_flinsbach;Flinsbach;;;;;;;;;;;;x
b_flintleaf;Flintleaf;;;;;;;;;;;;x
b_flyingeby;Flyingeby;;;;;;;;;;;;x
b_fockendorf;Fockendorf;;;;;;;;;;;;x
b_foetz;Foetz;;;;;;;;;;;;x
b_fohrenwinkel;Fohrenwinkel;;;;;;;;;;;;x
b_folkendange;Folkendange;;;;;;;;;;;;x
b_foppa;Foppa;;;;;;;;;;;;x
b_foritz;Foritz;;;;;;;;;;;x
b_forsthofen;Forsthofen;;;;;;;;;;;;x
b_forsting;Forsting;;;;;;;;;;;;x
b_fort_denkh;Fort Denkh;;;;;;;;;;;;x
b_fort_oberstyre;Fort Oberstyre;;;;;;;;;;;x
b_fortha;Fortha;;;;;;;;;;;;x
b_frankenbrunn;Frankenbrunn;;;;;;;;;;;;x
b_frankenhain;Frankenhain;;;;;;;;;;;;x
b_frankenthal;Frankenthal;;;;;;;;;;;;x
b_franzburg2;Franzburg;;;;;;;;;;;;x
b_frauenpriessnitz;Frauenpriessnitz;;;;;;;;;;;;x
b_frauensee;Frauensee;;;;;;;;;;;;x
b_frechenrieden;Frechenrieden;;;;;;;;;;;;x
b_freebluff;Freebluff;;;;;;;;;;;;x
b_freiolsheim;Freiolsheim;;;;;;;;;;;;x
b_frickenhausen;Frickenhausen;;;;;;;;;;;;x
b_friedenweiler;Friedenweiler;;;;;;;;;;;;x
b_friedrichroda;Friedrichroda;;;;;;;;;;;;x
b_friedrichslohra;Friedrichslohra;;;;;;;;;;;;x
b_friedrichswerth;Friedrichswerth;;;;;;;;;;;;x
b_frielingsdorf;Frielingsdorf;;;;;;;;;;;;x
b_friemar;Friemar;;;;;;;;;;;;x
