#######################
# HEXENSTAG BOOKMARKS #
#######################
#
# BOOKMARK DETAILS #
#
ERA_CHAR_INFO_1723;Ever had the urge to mess around with weird chemicals in the hope of improving your brain? No? Not even caffeine? Well, how about having your video game avatar do that on your behalf? Oddblum is nicely set up to join the Mad Inventors and show you what an RNG-driven bundle of swingy results it can be.\nNOTE: The Hexenstag team accepts no responsibility for damages to your goblin during this adventure. Proceed at your own risk. Bring your singing voice. Have a nice day!;;;;;;;;;;;;x
ERA_CHAR_NAME_KNUBS_BLADETWISTER;Warboss Knubs Bladetwister;;;;;;;;;;;;x
ERA_CHAR_INFO_1662;Cragmere might have only had one careless owner but it is quite the fixer-upper now. The lower levels are flooded with water, making its wealthy mines useless. Still... with enough goblinpower you could get that place going again, maybe assign some caverns to a nice fungal forest, perhaps even set up a Squigball Arena?\nIf only those blasted stunties would leave you alone to concentrate on home improvement!;;;;;;;;;;;;x
ERA_CHAR_NAME_BRAK_RED_EYE;Warboss Brak Red Eye;;;;;;;;;;;;x
ERA_CHAR_INFO_1651;Couldn't tempt you with Knubs and his fixer-upper, could I? OK, how about starting as the goblin leader of an occupied and functional dwarf hold? That's what you get with Brak- no, stop looking at Karak Eight-Peaks, it's not that great. Red Eye's where it's at. Just murder Skinraz to collect the Red Eye tribes under your enlightened leadership and you've got all kinds of enemies. We mean opportunities. Why would we say "enemies"?\nYou'll be fine.;;;;;;;;;;;;x
ERA_CHAR_NAME_GURK_MEGABOSS;Gurk Megaboss;;;;;;;;;;;;x
ERA_CHAR_INFO_1503;Gurk's been terrorizing the Badlands since the early days of Warhammer modding in CK2, but for some reason he never made it to the bookmark pages. So what better time than now? We've reworked Black Crag from the old, static "special building" into a dynamic Great Work and set Gurk on the path of conquest again.\nWAAAGH!!!;;;;;;;;;;;;x
ERA_CHAR_NAME_GRIMAND_DRAKENDRENGI;King Grimand Drakendrengi;;;;;;;;;;;;x
ERA_CHAR_INFO_14472;We've got a lot of spotlight on lost holds because the Dwarfs of the Old World have lost a lot of their homeland. But one youngster from the Jeweller's Guild managed to buck the trend and took back Karak Azgal, slaying a dragon on the way! Unfortunately, Skalf Drakendrengi's great achievement didn't totally solve the problem. Centuries on, his heirs preside over only the surface levels of a dilapidated hold and are forced to pay the nearby Kings of Karak Azul for protection. Maybe you can help them get moving again?;;;;;;;;;;;;x
ERA_CHAR_NAME_CESARE_DI_SORRENTO;Doge Cesare Di Sorrento;;;;;;;;;;;;x
ERA_CHAR_INFO_13066;We know. He's not an orc or a goblin and Remas isn't that close to anyone green. But you know what else is green? That's right: Snotlings!\nAnd the sea. One of the sneaky little changes in "Make it Green" is the addition of a Bloodline for the great navigator, Marco Colombo. Now, the lore didn't tell us who is descended from Marco but he sailed around a lot and must have gotten lonely so we set up a "Plausible Bloodlines" game rule to give you some control of the consequences. If you like randomness, you can switch to the dynamic setup and let the game choose some AI patricians, then if you're playing a patrician with this rule, you'll get the option to take the bloodline after a few days. Or you can stick with the default option, which certainly wasn't made using the randomizing script. Either way, Cesare can be a Colombo descendant.;;;;;;;;;;;;x
