EVTDESC_wh_inventors_society_21;Afta ya aktivate da gubbinz, it all goez a bit funny an' dah floor getz roight close.;;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_21;Ay! Floor! Ya tryin' ta start sumthin?;;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_21_TT;The floor does not respond.;;;;;;;;;;;;x
EVTDESC_wh_inventors_society_22;Sumhow ya find yaself watchin' Gork an' Mork fightin'. Da godz ain't got no toim for a git loik you but sumhow ya think dey iz 'appy dat youze iz watchin';;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_22;Sumtoims ya tink ya 'ear sumtin' elz but da Godz mattah more!;;;;;;;;;;;;x
EVTDESC_wh_inventors_society_23;Sumhow ya find yaself watchin' Gork an' Mork fightin'. Da godz ain't got no toim for a git loik you so ya wandah off aftah a bit an den ya eyez open.;;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_23;Wat da zog?;;;;;;;;;;;;x
EVTDESC_wh_inventors_society_24;Sumhow ya find yaself watchin' Gork an' Mork fightin'. Itz a gud an' proppah scrap an' ya startz tah see tings ya ain't nevah seen before. Den ya start tah see ya inventin' hut.;;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_24;Ya woke up an' didden no!;;;;;;;;;;;;x
EVTDESC_wh_inventors_society_25;Sumhow ya find yaself watchin' Gork an' Mork fightin'. Da godz scrap loik nothin' ya nevah seen bafor an' ya start tinkin' tings ya ain't nevah tawt bafor! Wen ya eyez open ya see da world a lot klerer!;;;;;;;;;;;;x
EVTOPTA_wh_inventors_society_25;Da godz wan' ya ta be smartah!;;;;;;;;;;;;x
