### WONDERS ###
#
#
# # SPECIAL # #
#
upgrade_outer_watchposts;Outer Watchposts;;;;;;;;;;;;x
upgrade_outer_watchposts_desc;The tunnels in this province connect a series of well-designed watchposts. These towers provide advanced warning of attack and can be used as sally points during a siege.;;;;;;;;;;;;x
upgrade_subterranean_keep;Subterranean Keep;;;;;;;;;;;;x
upgrade_subterranean_keep_desc;The core of this hold's defence is a cunningly-designed nexus of chambers, including a cistern and significant stores. In the early stages of a siege, this keep provides a highly secure refuge for the most vulnerable, but it can also be used as a place of final resistance against a determined invader.;;;;;;;;;;;;x
# INDUSTRY #
upgrade_coal_power;Coal Power;;;;;;;;;;;;x
upgrade_coal_power_desc;Local coal supplies are being used to a wide range of industrial purposes, greatly improving this province's productivity.;;;;;;;;;;;;x
upgrade_geothermal_power;Geothermal Power;;;;;;;;;;;;x
upgrade_geothermal_power_desc;Hot water from deep underground is brought to living areas to provide washing water and warmth for dwellings.;;;;;;;;;;;;x
upgrade_water_power;Water Power;;;;;;;;;;;;x
upgrade_water_power_desc;Running water, whether above or below the surface, is being harnessed on a large scale in this province. Mechanical power generated from water wheels has a limited range of applications but it is highly reliable.;;;;;;;;;;;;x
# MILITARY INFRASTRUCTURE #
upgrade_dwarf_aerodrome;Aerodrome;;;;;;;;;;;;x
upgrade_dwarf_aerodrome_desc;Dwarfs are renowned for their skills below the surface, but they are also capable of manufacturing and piloting reliable aircraft. A well-designed aerodrome in this province is a huge boost to communications.;;;;;;;;;;;;x
upgrade_dwarf_shipyard;Shipyard;;;;;;;;;;;;x
upgrade_dwarf_shipyard_desc;This province has drydocks and other facilities required for building and fitting out large numbers of coal-powered vessels.;;;;;;;;;;;;x
# MILITARY TRADITIONS  - low cost but high build time #
upgrade_artillery_tradition;Artillery Traditions;;;;;;;;;;;;x
upgrade_artillery_tradition_desc;This province has a fine tradition of building and using heavy guns. Its gunners are much sought-after as instructors in less capable armies.;;;;;;;;;;;;x
upgrade_gunnery_tradition;Gunnery Traditions;;;;;;;;;;;;x
upgrade_gunnery_tradition_desc;This province has a fine tradition of training handgunners. Its blackpowder-armed regiments are exceptionally-drilled and can turn out a deadly hail of fire.;;;;;;;;;;;;x
upgrade_warrior_brotherhood;Warrior Brotherhoods;;;;;;;;;;;;x
upgrade_warrior_brotherhood_desc;This province is home to an exceptional warrior tradition. On the battlefield, these elite professional soldiers provide an example to their more ordinary comrades.;;;;;;;;;;;;x
# PRESTIGE ARCHITECTURE #
upgrade_dwarf_great_hall;Great Hall;;;;;;;;;;;;x
upgrade_dwarf_great_hall_desc;Surface-dwelling races rarely have a problem finding a place of assembly. Even the worst-planned Tilean city has empty space outside of its walls in which the citizens can gather. But below ground, almost every space must be carved out intentionally or reworked from a natural cave. The greatest of dwarf holds feature great halls in which a throng can gather for all sorts of social and political occasions.;;;;;;;;;;;;x
upgrade_dwarf_statues;Ancestral Statues;;;;;;;;;;;;x
upgrade_dwarf_statues_desc;Venerating those who have come before is a central part of dwarf culture. Traditionally, statues of honored ancestors are given a proud place in a hold. The Dawi Zharr observe the same custom but sculpt no statues, instead displaying the petrified bodies of those who have fallen victim to the Sorcerer's Curse.;;;;;;;;;;;;x
upgrade_dwarf_throne_room;Throne Room;;;;;;;;;;;;x
upgrade_dwarf_throne_room_desc;Every ruler benefits from a glorious chamber in which to receive audiences. While dwarf notions of aesthetics differ from those of other races, they still build great throne rooms.;;;;;;;;;;;;x
# TEMPLE #
upgrade_great_grimnir_temple;Great Temple of Grimnir;;;;;;;;;;;;x
upgrade_great_grimnir_temple_desc;This province is home to a great temple of Grimnir, the patron of dwarf warriors and slayers.;;;;;;;;;;;;x
upgrade_great_grungni_temple;Great Temple of Grungni;;;;;;;;;;;;x
upgrade_great_grungni_temple_desc;This province is home to a great temple of Grungni, the patron of dwarf miners and artisans.;;;;;;;;;;;;x
upgrade_great_valaya_temple;Great Temple of Valaya;;;;;;;;;;;;x
upgrade_great_valaya_temple_desc;This province is home to a great temple of Valaya, the mother goddess of the dwarfs.;;;;;;;;;;;;x
upgrade_great_hashut_temple;Great Temple of Hashut;;;;;;;;;;;;x
upgrade_great_hashut_temple_desc;This province is home to a great temple of Hashut, the Dark Father of the Chaos Dwarfs.;;;;;;;;;;;;x
#
# OLD WORLD CITY UPGRADES
#
wonder_old_world_city;Great City;;;;;;;;;;;;x
wonder_old_world_city_construction_desc;The growth of a great city requires significant investment in developed infrastructure.;;;;;;;;;;;;x
wonder_old_world_city_desc;The great cities of the Old World are centers of trade, military power, and education.;;;;;;;;;;;;x
# CITY THINGS #
upgrade_banking_district;Banking District;;;;;;;;;;;;x
upgrade_banking_district_desc;Although moneylenders are a common sight throughout the Old World, the established banks of the largest human cities are far more sophisticated and wealthy.;;;;;;;;;;;;x
upgrade_city_farms;City Farms;;;;;;;;;;;;x
upgrade_city_farms_desc;While uncommon, some human cities have natural fortifications vast enough to support farming as well as more common urban trades.;;;;;;;;;;;;x
upgrade_city_gardens;City Gardens;;;;;;;;;;;;x
upgrade_city_gardens_desc;The growth of urban centers removes humans from their natural environment. Establishing public gardens helps to reconnect people with nature;;;;;;;;;;;;x
upgrade_clock_tower;Clock Tower;;;;;;;;;;;;x
upgrade_clock_tower_desc;While the sun provides a fair guide to the time of day, the precision of a clock saves citizens from wasting time waiting for appointments;;;;;;;;;;;;x
upgrade_court_of_law;Court of Law;;;;;;;;;;;;x
upgrade_court_of_law_desc;The transition from seigneurial justice to professional courts is a great boost to commerce;;;;;;;;;;;;x
upgrade_customs_wall;Customs Wall;;;;;;;;;;;;x
upgrade_customs_wall_desc;In an age of artillery and magical destruction, ordinary walls have limited defensive value. However, even fairly basic walls can constrain the movement of goods and allow for more efficient taxation.;;;;;;;;;;;;x
upgrade_dwarf_quarter;Dwarf Quarter;;;;;;;;;;;;x
upgrade_dwarf_quarter_desc;While most Dwarfs live in their traditional lands, either as a continuation of their long ancestral line or as refugees from fallen holds, some have migrated to human lands. In the most part, their reputation as skilled craftsmen secures Dwarfs the status of welcome guests;;;;;;;;;;;;x
upgrade_halfling_quarter;Halfling Quarter;;;;;;;;;;;;x
upgrade_halfling_quarter_desc;Halflings have lived so long in the lands of men that their origins are somewhat obscure. While they are sometimes scapegoated for crimes, halflings tend to be good citizens specializing in service work. They are especially renowned as cooks.;;;;;;;;;;;;x
upgrade_industrial_district;Industrial District;;;;;;;;;;;;x
upgrade_industrial_district_desc;Modern methods of production organize veritable armies of workers into factories and turn whole neighbourhoods into barracks;;;;;;;;;;;;x
upgrade_opera_house;Opera House;;;;;;;;;;;;x
upgrade_opera_house_desc;The Opera was the first form of music to be performed for the public in specialized musical theatres. Transforming what had once been the privilege of the nobility and wealthy burghers into mass culture means transforming the motley plebian class into devoted citizens.;;;;;;;;;;;;x
upgrade_racetrack;Racetrack;;;;;;;;;;;;x
upgrade_racetrack_desc;Battles are too random. The plow is too pedestrian. The race track is the true proving ground of equine quality. ;;;;;;;;;;;;x
upgrade_sewer_system;Sewer System;;;;;;;;;;;;x
upgrade_sewer_system_desc;Growing cities inevitably become unhealthy. Proper sanitation infrastructure will ease the problem, but cannot eliminate it.;;;;;;;;;;;;x
upgrade_sports_field;Sports Field;;;;;;;;;;;;x
upgrade_sports_field_desc;With the growth of the city, the old ritual brawls of village life are slowly transformed into sports with proper codes of conduct, distinctive teams, and even fanatical supporters.;;;;;;;;;;;;x
upgrade_streetlights;Streetlights;;;;;;;;;;;;x
upgrade_streetlights_desc;Without streetlights no citizen wants to be out at night. Lighting up the city creates new opportunities for lawful commerce after dark.;;;;;;;;;;;;x
# PALACE THINGS #
upgrade_palace;Palace;;;;;;;;;;;;x
upgrade_palace_desc;Some are adorned with beautiful objects of art, others with battlefield trophies, still others are designed for austere elegance. The palaces of men are as varied as the human race itself, but they are universally built to impress.\n§GBuilding this upgrade will unlock new options.§!;;;;;;;;;;;;x
upgrade_art_gallery;Art Gallery;;;;;;;;;;;;x
upgrade_art_gallery_desc;No palace is complete without a place for viewing fine artwork. Showing off your collection is a fine way to make a lasting impression.;;;;;;;;;;;;x
upgrade_concert_hall;Concert Hall;;;;;;;;;;;;x
upgrade_concert_hall_desc;Lords of the dark ages contented themselves with feasting for entertainment, but this is an era of more refined pleasures. A custom-built hall for musical performance is a must for the sophisticated nobleman.;;;;;;;;;;;;x
upgrade_crypt;Crypt;;;;;;;;;;;;x
upgrade_crypt_desc;A crypt is a somewhat old-fashioned feature for a modern palace, but it is comforting to know that one's remains will lie in a place of honour.;;;;;;;;;;;;x
# EDUCATION #
upgrade_university;University;;;;;;;;;;;;x
upgrade_university_desc;The Universities of the Old World provide the wealthy with education in a range of subjects.\n§GBuilding this upgrade will unlock new options.§!;;;;;;;;;;;;x
upgrade_engineering_school;School of Engineers;;;;;;;;;;;;x
upgrade_engineering_school_desc;Dwarfs were the first people of the Old World to develop engineering, but in recent years Humans have taken up the profession as well.\n§GBuilding this upgrade will unlock new options.§!;;;;;;;;;;;;x
upgrade_school_of_arithmetic;School of Arithmetic;;;;;;;;;;;;x
upgrade_school_of_arithmetic_desc;Arithmetic is one of the core subjects at an Old World university. Further investment in the School of Arithmetic will bring in better instructors and produce superior graduates.;;;;;;;;;;;;x
upgrade_school_of_geometry;School of Geometry;;;;;;;;;;;;x
upgrade_school_of_geometry_desc;Graduates from the School of Geometry are superior architects.;;;;;;;;;;;;x
upgrade_school_of_grammar;School of Grammar;;;;;;;;;;;;x
upgrade_school_of_grammar_desc;Turning out graduates with polished grammar will impress the nobility.;;;;;;;;;;;;x
upgrade_school_of_history;School of History;;;;;;;;;;;;x
upgrade_school_of_history_desc;History is a newer discipline in Old World universities. Most of the instruction focuses on military campaigns, helping to prepare graduates for battlefield command.;;;;;;;;;;;;x
upgrade_school_of_law;School of Law;;;;;;;;;;;;x
upgrade_school_of_law_desc;While not the most prestigious academic discipline, Law produces graduates ready for key posts in civic life.;;;;;;;;;;;;x
upgrade_school_of_logic;School of Logic;;;;;;;;;;;;x
upgrade_school_of_logic_desc;The first trained logicians were priests - not merely the learned Verenans, but also members of other faiths. The university takes techniques developed for religious dispute and applies them more broadly.;;;;;;;;;;;;x
upgrade_school_of_medicine;School of Medicine;;;;;;;;;;;;x
upgrade_school_of_medicine_desc;For centuries the humans of the Old World have relied on the priesthood of Shallya for healing, but academic study of the human body has started to produce professional physicians of "variable talent".;;;;;;;;;;;;x
upgrade_school_of_music;School of Music;;;;;;;;;;;;x
upgrade_school_of_music_desc;Professional musicians are not new in the Old World, but the development of formal musical training is opening new possibilities for composition and performance.;;;;;;;;;;;;x
upgrade_school_of_navigation;School of Navigation;;;;;;;;;;;;x
upgrade_school_of_navigation_desc;Most sailors learn their trade as apprentices, learning the craft of handling a ship and only understanding navigation as an art. Mathematical training produces far more precise navigators.;;;;;;;;;;;;x
upgrade_school_of_rhetoric;School of Rhetoric;;;;;;;;;;;;x
upgrade_school_of_rhetoric_desc;Rhetoric is the skill of making a persuasive argument. It is particularly important when dealing with the masses of the city.;;;;;;;;;;;;x
# ENGINEERING #
upgrade_engineered_canals;Engineered Canals;;;;;;;;;;;;x
upgrade_engineered_canals_desc;Canal-building through musclepower alone is extremely time consuming and produces channels of limited depth. The steam-powered inventions of engineers make the work much faster and allows for deeper canals capable of carrying heavier ships.;;;;;;;;;;;;x
upgrade_engineered_defences;Engineered Defences;;;;;;;;;;;;x
upgrade_engineered_defences_desc;The rise of engineering provides new construction techniques and architectural insights. These methods produce low-lying defensive systems that can withstand artillery.;;;;;;;;;;;;x
# MILITARY #
upgrade_great_keep;Great Keep;;;;;;;;;;;;x
upgrade_great_keep_desc;Developments in artillery and battle magic are reducing the usefulness of high stone fortifications, but a stout keep still serves as a base of operations for a city's defenders.;;;;;;;;;;;;x
upgrade_great_walls;Great Walls;;;;;;;;;;;;x
upgrade_great_walls_desc;While a city's curtain walls once provided sure defence against invasion, they are almost useless against artillery. More advanced defences will be required to really secure a great city.;;;;;;;;;;;;x
upgrade_gunnery_school;School of Gunnery;;;;;;;;;;;;x
upgrade_gunnery_school_desc;Formal training for handgunners greatly improves their rate of fire and battlefield performance.;;;;;;;;;;;;x
upgrade_cannon_foundry;Cannon Foundry;;;;;;;;;;;;x
upgrade_cannon_foundry_desc;A large centralised cannon foundry guarantees high quality artillery production.;;;;;;;;;;;;x
upgrade_parade_grounds;Parade Grounds;;;;;;;;;;;;x
upgrade_parade_grounds_desc;Establishing a formal parade grounds and barracks allows for the expansion of your professional forces.;;;;;;;;;;;;x
upgrade_riding_school;Riding School;;;;;;;;;;;;x
upgrade_riding_school_desc;Large cities have ample manpower for military purposes, but lack a supply of trained horsemen for cavalry forces. Establishing a riding school will make good this shortage.;;;;;;;;;;;;x
# PORTS AND TRADE #
upgrade_great_port;Great Port;;;;;;;;;;;;x
upgrade_great_port_desc;Expanding the city's port is a boon to trade and provides more naval transport vessels.\n§GBuilding this upgrade will unlock new options.§!;;;;;;;;;;;;x
upgrade_great_lighthouse;Great Lighthouse;;;;;;;;;;;;x
upgrade_great_lighthouse_desc;Part functional building, part landmark, a great lighthouse is a great boost to local trade.;;;;;;;;;;;;x
upgrade_dockyard_district;Dockyard District;;;;;;;;;;;;x
upgrade_dockyard_district_desc;A whole quarter has grown up around the city's port, full of sailors and dockworkers. These tough men make excellent conscripts in times of war.;;;;;;;;;;;;x
upgrade_harbour_patrol;Harbour Patrol;;;;;;;;;;;;x
upgrade_harbour_patrol_desc;Smuggling is a major problem at the most important commercial ports. Establishing a regular harbour patrol improves your revenues and helps to protect the city.;;;;;;;;;;;;x
# OLD WORLD GROUP TEMPLES #
upgrade_temple_quarter;Temple Quarter;;;;;;;;;;;;x
upgrade_temple_quarter_desc;The gods of the Old World are not jealous. Most of their worshippers will pray to many gods in the course of a single day, invoking the power of whichever deity seems right for the moment. It is common for the temples of a great city to cluster together for convenience, though priesthoods with conflicting political interests are usually buffered by their more amicable peers.\n§GBuilding this upgrade will unlock new options.§!;;;;;;;;;;;;x
upgrade_templar_orders;Templar Orders;;;;;;;;;;;;x
upgrade_templar_orders_desc;The Gods of the Old World inspire fierce loyalty among their followers and there's never a shortage of warriors ready to defend their temples. Indeed, the faithful are so many that orders nominally devoted to protection often participate in wars of aggression. Chapter-houses of Templar Knights can be found in all the cities of the Old World.;;;;;;;;;;;;x
upgrade_great_damu_temple;Great Temple of Damu;;;;;;;;;;;;x
upgrade_great_damu_temple_desc;Damu is the mother-goddess of Albion, the primordial spirit of the Earth who gave birth to all life. The Gaels revere her above all other deities.;;;;;;;;;;;;x
upgrade_great_dazh_temple;Great Temple of Dazh;;;;;;;;;;;;x
upgrade_great_dazh_temple_desc;Dazh is the warm-hearted fire god of the North. For the Gospodar and Ungol people, Dazh represents the traditions of hospitality that allow humans to survive in their frozen lands.;;;;;;;;;;;;x
upgrade_great_grail_chapel;Great Grail Chapel;;;;;;;;;;;;x
upgrade_great_grail_chapel_desc;Bretonnia' national goddess is the Lady. While she is only worshipped by the nobility, having such wealthy sponsors has led to many beautiful Grail Chapels being built across the country.;;;;;;;;;;;;x
upgrade_great_handrich_temple;Great Temple of Handrich;;;;;;;;;;;;x
upgrade_great_handrich_temple_desc;Handrich is the Old World's god of trade and commerce. Devoted worshippers of Handrich are rare outside of major commerce centers, though his shrines collect plenty of coin from merchants who wouldn't dare get on his bad side.;;;;;;;;;;;;x
upgrade_great_manann_temple;Great Temple of Manann;;;;;;;;;;;;x
upgrade_great_manann_temple_desc;Manann is the mythical son of Taal, given dominion over the seas and the tides. His cult is naturally popular on the coasts, though aspects of Manann are also worshipped by riverside peoples.;;;;;;;;;;;;x
upgrade_great_morr_temple;Great Temple of Morr;;;;;;;;;;;;x
upgrade_great_morr_temple_desc;Morr is the God of Death and the little deaths of sleepers and dreamers. He is sovereign of prophecy and protects the fallen from necromancers. He is the oldest god of the Classical Pantheon, husband to Verena and father to Myrmidia and Shallya.;;;;;;;;;;;;x
upgrade_great_myrmidia_temple;Great Temple of Myrmidia;;;;;;;;;;;;x
upgrade_great_myrmidia_temple_desc;Myrmidia is a deity of tremendous influence. She is the national goddess of Estalia and Tilea, but unlike the patrons of Bretonnia and the Empire, Myrmidia has a strong following in other realms. She embodies humanity's intellec and civilization, and in particular the art of war. Myrmidia is the mythical daughter of Morr and Verena, and sister to Shallya.;;;;;;;;;;;;x
upgrade_great_sigmar_temple;Great Temple of Sigmar;;;;;;;;;;;;x
upgrade_great_sigmar_temple_desc;Sigmar Heldenhammer is an ascended mortal. Before his ascension, he was a great warrior who unified twelve tribes into what would become the Empire. Sigmar is now the patron god of the Empire, a fierce protector who inspires tremendous courage and determination.;;;;;;;;;;;;x
upgrade_great_shallya_temple;Great Temple of Shallya;;;;;;;;;;;;x
upgrade_great_shallya_temple_desc;Despite the grandeur of other faiths, Shallya is the universal goddess of the Old World. Her priests are numerous and widely-admired and her shrines attract a steady stream of generous donations. If the Shallyans were interested in wielding their influence, such high standing might attract jealousy. Shallya is seen as the sister of Myrmidia, and daughter to Morr and Verena.;;;;;;;;;;;;x
upgrade_great_taal_rhya_temple;Great Temple of Taal and Rhya;;;;;;;;;;;;x
upgrade_great_taal_rhya_temple_desc;Taal and Rhya may be the oldest gods of humanity. Taal is the male aspect of hunting and virility, his consort Rhya a female aspect of fertility and the fields. They are worshipped across the old world, though their cult is dwindling in urban places. It is rare to find a shrine dedicated to one but not the other.;;;;;;;;;;;;x
#no great temple of Tor because he doesn't have much of a cult
upgrade_great_ulric_temple;Great Temple of Ulric;;;;;;;;;;;;x
upgrade_great_ulric_temple_desc;Ulric is the White Wolf of the North, a god so fierce and warlike that he attracts the worship of the warlike Norscans. When Sigmar was merely a man, he prayed to Ulric and the two gods are closely allied.;;;;;;;;;;;;x
upgrade_great_ursun_temple;Great Garden of Ursun;;;;;;;;;;;;x
upgrade_great_ursun_temple_desc;Ursun is the bear god of the North. Most popular in Kislev, he represents stoic endurance in the face of hardship. He is a wild god whose worship is focused on sacred places, especially the caves of bears. Even in the cities his worshippers congregate outdoors.;;;;;;;;;;;;x
upgrade_great_verena_temple;Great Temple of Verena;;;;;;;;;;;;x
upgrade_great_verena_temple_desc;Verena is the spirit of learning and judgment. The goddess is paired with Morr as the parents of the Classical Pantheon and her famous daughters are Myrmidia and Shallya. Verena's cult is small and centered on places of learning and justice.;;;;;;;;;;;;x
#
# GREENSKIN ADAPTATIONS #
#
upgrade_cave_squigs;Cave Squig Farm;;;;;;;;;;;;x
upgrade_cave_squigs_desc;Greenskin biology is strange and inexplicable. Squig biology is outright bizarre. These weird spherical creatures are almost all fanged mouth and savage disposition. They come in all manner of sizes, ranging up to monsters bigger than a Bilbali Pazo. Most greenskins eat a great deal of squig flesh, but they also chain these beasts to be used in battle.;;;;;;;;;;;;x
upgrade_goblin_jester;Goblin Jester;;;;;;;;;;;;x
upgrade_goblin_jester_desc;Most goblins are chattering, annoying creatures. Goblin Jesters take these traits beyond excess. These insufferable prats naturally rare and rarely survive more than a month at the side of a warboss before having their necks broken. Among greenskins, being able to maintain a steady stream of replacement Jesters is a sign of great prestige.;;;;;;;;;;;;x
upgrade_greenskin_fighting_pits;Fighting Pits;;;;;;;;;;;;x
upgrade_greenskin_fighting_pits_desc;Greenskins naturally take out their aggressions on one another, but a warboss who really wants to toughen up da ladz will have a gladiatorial setup to thin out the weakest boyz and help their stronger brethren grow.;;;;;;;;;;;;x
upgrade_greenskin_fungal_forest;Fungal Forest;;;;;;;;;;;;x
upgrade_greenskin_fungal_forest_desc;The Old World is home to all manner of fungi and slimes, some of which can grow to prodigious size. Night Goblins are experts at cultivating fungal life, though their twisted minds turn this knowledge to finding hallucinogens and raising monstrous squigs.;;;;;;;;;;;;x
upgrade_greenskin_kunnin_traps;Kunnin' Traps;;;;;;;;;;;;x
upgrade_greenskin_kunnin_traps_desc;When greenskins take over a dwarf hold, it's common for the goblins among them to design fiendish traps to "improve" the defences. While these devices certainly make the hold more dangerous for potential attackers, they also take their toll on the new inhabitants.;;;;;;;;;;;;x
upgrade_orc_brute_mobs;Orc Brute Mobs;;;;;;;;;;;;x
upgrade_orc_brute_mobs_desc;Contrary to popular opinion, orcs also have their thinkers and their doers. The kunnin' warboss might not be eloquent, but he is a thinker. The Orc Brute is on the other end of the scale, massive and powerful but content to bash whoever he is told to bash without getting caught up in trying to be too clever.;;;;;;;;;;;;x
upgrade_river_troll_colony;River Troll Colony;;;;;;;;;;;;x
upgrade_river_troll_colony_desc;Wetlands are a particularly favourable environment for trolls, full of game and free from the civlized races which attempt to control troll populations. Worse yet, "River Trolls" adapted to amphibious life have an eye-wateringly foul stench and a thick couting of protective slime, making them even more dangerous foes.;;;;;;;;;;;;x
upgrade_river_troll_hag_coven;River Troll Hag Coven;;;;;;;;;;;;x
upgrade_river_troll_hag_coven_desc;Almost every troll is too stupid to work magic. But hag who live long enough and grow big enough soak up the foul energies of death and can wield them powerfully - if clumsily.;;;;;;;;;;;;x
upgrade_rock_troll_colony;Stone Troll Colony;;;;;;;;;;;;x
