#######strigany#######
#Used IDs 1801-1836
#Free IDs 1837-1900

#######strygan#######
#Used IDs 1901-1903
#Free IDs 1904-1950

######################
#######strigany#######
######################

1801 = {	#14000
	add_trait = diligent
	add_trait = envious
	add_trait = legit_bastard
	father = 63020
	mother = 1836
	
	1989.10.9 = {birth = yes
			effect = {set_character_flag = magic_potential_flag_1}
			}
	1990.2.5 = {give_nickname = nick_the_shrewd}
	2023.7.30 = {death = yes}
}

1836 = {	#63022
	name = Urraca
	female = yes
	dynasty = 0
	culture = strigany
	religion = vampiric
	martial = 3
	diplomacy = 1
	stewardship = 3
	intrigue = 7
	learning = 0
	add_trait = creature_human
	add_trait = fair
	add_trait = trusting
	add_trait = kind
	1973.7.9 = {birth = yes
			effect = {set_character_flag = magic_potential_flag_1}} 
	2025.11.13 = {death = yes}
}

#####################
#######strygan#######
#####################

1901 = {	#14003
	name = Lambert
	dynasty = 87003
	culture = strygan
	religion = vampiric
	martial = 3
	diplomacy = 8
	stewardship = 11
	intrigue = 1
	learning = 4
	add_trait = creature_human
	add_trait = midas_touched
	add_trait = cruel
	add_trait = weak
	add_trait = wroth
	1993.5.22 = {birth = yes}
	2042.8.28 = {death = yes}
}
	
1902 = {	#14008
	name = Zindelo
	dynasty = 87009
	culture = strygan
	religion = vampiric
	martial = 6
	diplomacy = 6
	stewardship = 9
	intrigue = 11
	learning = 9
	add_trait = creature_human
	add_trait = hedonist
	add_trait = brilliant_strategist
	add_trait = legit_bastard
	add_trait = drunkard
	1986.5.30 = {birth = yes}
	2030.5.13 = {death = yes}
}

1903 = {	#2037
	name = Phetar
	dna = jomhdkndpcj
	dynasty = 87612
	culture = strygan
	religion = vampiric
	martial = 9
	stewardship = 3
	diplomacy = 9
	intrigue = 9
	add_trait = mastermind_theologian
	add_trait = creature_human
	add_trait = lore_necromancy
	add_trait = quick
	add_trait = brave
	add_trait = wroth
	1969.10.1 = {birth = yes}
	2010.7.1 = {effect = {
		add_character_modifier = {name = magic_power_2 duration = -1}
		add_rival = 2032
		add_rival = 59008
		}
	}
	2010.7.2={death = yes} #Camp Killed
}
